catogery,comment,content,img_link,score,title
"奇幻,悬疑,惊悚","诺兰的这部魔术作品是我所看过的魔术电影中最喜爱的一部。
①.剧情紧凑，影片开头和结尾都提到魔术的三要素，这是全篇的技术线索，贯穿整部剧；
②.两位男主角变幻莫测的魔术将我耍醉了，结尾出人意料的惊奇和经典；
③.两位主角从最初的爱好魔术好朋友因为某种误会而导致了一系列为了追求荣誉和报复而演发成一种危害性命的魔术；
④.表面上是两位主角斗魔术，实质上是关于人性的探索，两位主角各有自己的优缺点，最后终落得个两败俱伤的地步～,玩手游跑去看的。。看过的第一部喜欢不上哪个角色的电影，找不到传统男一号的感觉。结局真是引发深思，查了原著后细思极恐……可以的",十九世纪中后期的伦敦，人们还尚未对现代文明有着更加深刻而科学的认识。因此魔术师这一职业在这座堪称国际化的大都市里有着颇高的地位。尤其是贵族出身的魔术师罗伯特·安吉尔（休·杰克曼 饰）更是这一行业的代表人之一。他的同行阿尔弗莱德·伯登（克里斯蒂安·贝尔 饰）虽身家并没有前者的高贵，却也凭借一身的好本事在行内也占得一席之地。实际上，安吉尔与伯登很小的时候就是好朋友，由于两人皆天资聪慧，双双醉心于魔术表演并各自有着不同的特长和本领。但让长大成人后现实中的一切包括名和利种种，渐渐将一对好友推向了敌对的两面。成了同行里的红眼冤家。为了能够成为伦敦城内著名的维多利亚音乐大厅里最受欢迎的魔术师，安吉尔同伯登之间展开了长久而艰苦的争斗。他们一边加强自己的技艺，一边不惜互派卧底，打探彼此的底细，然后加以揭穿或破坏。生性有些偏执的伯登擅长一种能够令观众们难以置信的分身术，他能够在两个封闭的容器内自由穿越，此招数一度将安吉尔的铁杆观众几乎都吸引了过来。安吉尔自然也不甘示弱，他为了能够打败伯登，开始求助于科学家尼姑拉·特斯拉（大卫·鲍伊 饰），请他发明一些奇特的表演道具，其中就包括一个短距离穿越时空的机器，这样在舞台上，他就能以一种不可思议的方式战胜伯登。然而，争强好胜的伯登心头渐渐起了邪念，他想到了更加狠毒的办法来对抗安吉尔。两人的魔术之争也因此逐渐升级、愈演愈烈，直到他们的争斗酿出了一桩惨不忍睹的血案……,http://p1.meituan.net/movie/75c0d3eb584be030a01f2e26741a8f41251454.jpg@464w_644h_1e_1c,.,致命魔术
"奇幻,冒险,剧情","在pad上看了一次，去IMAX看了一次，奇思妙想，精彩纷呈，很完美的电影。,李安大师的经典之作啊，这还用得着评嘛",故事开始于蒙特娄，也结束于蒙特娄。一名在找寻灵感的作家（拉菲·斯波 饰）无意间得知派·帕帖尔（伊尔凡·可汗 饰）的传奇故事。派的父亲（阿迪尔·胡山 饰）开了一家动物园。因这样特殊的生活环境，少年派（苏拉·沙玛 饰 ）对信仰与人的本性自有一套看法。在派17岁那一年，他的父母决定举家移民加拿大以追求更好的生活，而他也必须离开他的初恋情人。在前往加拿大的船上，他们遇见一位残忍成性的法国厨师（杰拉尔·德帕迪约 饰）。当天深夜在茫茫大海中，原本令派感到刺激无比的暴风雨一瞬间就成了吞噬货船的大灾难。派却奇迹般地活了下来，搭着救生船在太平洋上漂流，而且有一名最令人意想不到的同伴——理查德·帕克，一只孟加拉老虎。神奇的冒险旅程就这样意外开始了……,http://p0.meituan.net/movie/34998e31c6d07475f1add6b8b16fd21d192579.jpg@464w_644h_1e_1c,.,少年派的奇幻漂流
"剧情,战争","《鬼子来了》是中国最好的电影，没有之一。

《鬼子来了》在这部电影之前，我看任何电影电视从来都没哭过。在许多年前的凌晨4点半，我看完了这部第一次让我流泪的电影，哭了半个小时，泣不能声。从此以后，我的泪腺便一发不可收拾。

在14年的上海国际电影节上，姜文获得“华语杰出贡献奖”，但不管是介绍词、背景资料、现场背景屏幕唯独没有出现他的作品《鬼子来了》。

2000年，姜文未通过审查却私自将该片送往第53届戛纳国际电影节参赛（因为姜文心中明白肯定过不了审核的），结果该片却获得了戛纳电影节最高奖评委会大奖这部电影到现在依然被封禁中，并且，姜文受到了五年内不得再当导演的处罚。社会依然和谐，姜文非常有种。,有点儿沉重，不，是相当沉重。一贯的姜氏幽默，影片里笑点儿不少。但是整体看完却有种欲哭无泪的痛感。原来前面的一切铺垫都是陷阱都是假象都埋着雷子，后面留着巨大巨深的无底大陷阱等着你跳进来炸得粉身碎骨呢。心说，人怎么能傻成这样？人家说什么你都信？饿狼披着羊皮说要跟你当朋友你就笑着印上去？可是善良有错么？中国有多少普通老百姓就是这样的单纯和善良啊？难道善良活该被坑？心说，人心怎么可以坏成这样？弱肉强食，惨绝人寰，骂他们都不足以解恨。唉，珍惜和平吧，战争真的会把一切人性都抹杀掉的。",抗日战争末期，河北某偏僻乡村挂家台的老实村民马大三（姜文 饰）迎来棘手难题：某人将分别装有日本鬼子花屋小三郎（香川照之 饰）和汉奸翻译董汉臣的麻袋扔给他，声称不日来取，却迟迟不见其来。厚道的马大三一边将两人当亲爹娘侍奉，一边同村人商议计策，最后决定将两人处死，但终因“天意”不了了之。巧舌如簧的董汉臣为自救，设法令挂甲台村民与花屋小三郎签署合约，称将花屋安全送到日方宪兵队后，村民可得到几大车粮食。马大三与众村民兴高采烈赶到宪兵队，将俘虏交由日方，然而日方并无“以其礼还其礼”的教养。,http://p1.meituan.net/movie/0b507aa44c4dfbbcc91949b69b1b39a168922.jpg@464w_644h_1e_1c,.,鬼子来了
剧情,"当时花了很长时间看《飞越疯人院》，好的电影无论放在哪一个年代都是好电影。
“我与疯子唯一的区别就是，我并没有疯” 
主人公来到疯人院，却发现自身陷入了一个剥夺人格与自由的集中营.于是，正常的他与敌对的压制与反叛对抗不可避免的发生了。严肃话题轻松的表达.问题是结果并不是好的
其实破坏一个制度比建立的一个制度难得多,这个社会就是一个巨大的疯人院，我们每个人都是精神病。",影片讲述了一个被迫送进疯人院的罪犯想带领大家逃离的故事。麦克墨菲（杰克·尼科尔森 饰）为了逃避监狱里的强制劳动，被送进了精神病院。麦克墨菲多次挑战了医院严格的管理制度，受到护士长瑞秋（路易丝·弗莱彻 饰）的百般阻挠。麦克再也无法忍受疯人院的生活，他联合病友，高大的印第安人酋长（威尔·萨姆森 饰）等，开始自己飞越疯人院的计划……,http://p1.meituan.net/movie/4dddd98730274c3b1464ff0a0ad195e5233381.jpg@464w_644h_1e_1c,.,飞越疯人院
"喜剧,动画,冒险","太好看了………,看了之后，才明白为什么网上有那么多人喜欢把那个小胖墩的照片p来传去玩得不亦乐乎。这趟一老一少一屋的飞行历险轻松愉快，小孩儿若去看，当更觉如此。但我们不幸身为大人，快乐程度不免打了折扣。在影片开始的十几分钟里，甚至看得几欲落泪。画面飞速更迭翻转间，一笔一划勾勒的长长一生已然从蒙昧初开走到垂垂老矣，仓促得好似一切都来不及。怎么办呢？影片结束时，我按了播放键，把这开头十几分钟，又静静地看了一遍。",卡尔（爱德华·阿斯纳 配音）是一个以卖气球为生的老头。自从老伴艾丽病逝之后，卡尔就变得沉默寡言起来。回想过去和艾丽在一起的日子，他们曾经多次都梦想着到南美洲的天堂瀑布去探险，可是为生计奔波的两人，却一直没有时间去完成这次旅行。难道就这样抱着遗憾过一辈子吗？这时候，政府计划要在卡尔所住的地方建造一幢摩天大楼，而在这里住了一辈子的卡尔根本不愿意搬家，但政府已经打算将这个难缠的钉子户送到养老院去。卡尔知道政府接下来的打算，他决定，要带着这幢保存了他一生回忆的屋子一起去旅行！在一大堆五颜六色气球的牵引下，整幢房子飞向了空中，卡尔朝着梦想之地进发——不过老卡尔却万万没有想到，这幢飞屋里闯入了一个不速之客，他就是9岁的胖乎乎小男孩罗素（乔丹·长井 配音）。这个小男孩骗老卡尔说是不小心才闯进来的，其实他是因为参加了野外探险者协会，而如果要成为高级会员，必须拿到一枚徽章，而拿到这枚徽章的条件就是帮助一位老人。罗素选中的帮助对象，就是脾气怪怪的老卡尔。老卡尔一开始并不想让罗素跟自己一起旅行，因此策划了很多办法想把这个讨厌的小孩从飞屋里丢下去，但此刻飞屋被卷进了暴风雨云里，卡尔和罗素一起度过了这个难关，罗素也告诉卡尔，他手中的GPS可以让卡尔更加精确的到达旅行的目的地——天堂瀑布。于是，这一老一少的旅途开始了。老不乐意的卡尔在路上还是想了不少办法踢走罗素，最后都无功而返，两人一路斗气地到了南美，在南美的丛林里，他们结识了很多平时根本见不到的动物，有长着长长大嘴的大鸟，还有会说话的小狗……他们都成为了飞屋里的旅客，随着卡尔和罗素一起旅行。眼看就要到目的地天堂瀑布了，爷孙两人却碰上了一个利欲熏心的探险家查尔斯（克里斯托弗·普卢默 配音），查尔斯认为卡尔和罗素破坏了他的好事，因此决定要拆掉他们的飞屋，让他们坠毁……究竟卡尔和罗素如何度过这场危机，顺利地到达天堂瀑布呢？,http://p0.meituan.net/movie/47dd790e19dad72b50580641de5608c5199014.jpg@464w_644h_1e_1c,.,飞屋环游记
剧情,"《闻香识女人》是一部属于男人的片子
阿尔帕西诺依然延续着他教父的影子，看到他的脸我就兴奋，尽管头发白了，眼睛失明，却依然难掩他的非凡魅力。 同样是励志剧，和《心灵捕手》一样 大家都喜欢跳tanggo那段
但在力挽主角的前途的激情演说中，他说了这么一句话： 查理选择不说,他没有为自己前程出卖自己的朋友，这叫做正直，如今我走到人生十字路口，毫无例外，我知道哪条路是对的，但我从不走，为什么？因为妈的太苦了
现实中老爷子说一辈子不退休,经典中的经典，主演阿尔·帕西诺不但是一位影帝，也是教父系列的第二代教父，一位演技精湛令人景仰的演员。
在本片中，阿尔·帕西诺饰演的盲人退役军官弗兰克是一个丰满饱满的人物。一方面，他是个脾气暴躁的“老混蛋”，内心充满痛苦，想要自杀。另一方面，他是一个很有人格魅力的男子，风趣幽默，见多识广，优雅多情，闻香识女人。
两人的关系亦父亦友。弗兰克是查理初入社会的导师，教他了解女人，为他抗辩挽救了他。查理陪伴弗兰克不离不弃，并阻止了弗兰克自杀。
电影中有很多经典片段，比如弗兰克邀请美女跳探戈舞，确是泡妞老手。盲人弗兰克开法拉利飞驰，惊险万分。电影最后弗兰克的演讲激烈犀利，这段话十分精彩，其中道理值得回味！",查理（克里斯·奥唐纳 饰）是一个普通的中学生，他因为见证着一件恶作剧但又不想出卖朋友，于是面临着一道艰难的选择题——要么坦白，要么被学校勒退。而史法兰（阿尔·帕西诺 饰）是一个退伍军官，因为意外失明，人生从顶点的辉煌滑落谷底。自从两人的人生有了交集，命运的转折慢慢清晰。史法兰打算结束失去了意义的生活，于是在查理的陪伴下，尽情享受着人生最后一趟出行。他吃最美味的佳肴，买光鲜的汽车，在狭窄的街道上飚车，住在豪华的套房里，跟随陌生女子的袅袅香水味，跳一段优雅性感的探戈……极乐的疯狂后，他拿枪对准了自己的头颅。然而，查理声嘶力竭的劝阻改变了一切，曙光亦渐渐在这个老人心中重新升起，二人情深如父子。史法兰在学校礼堂激昂演说，挽救了查理的前途，讽刺了学校的伪善。二人在互相鼓舞中得到重生。,http://p0.meituan.net/movie/7cb7965469cb7ff95613714389f1ea3d87743.jpg@464w_644h_1e_1c,.,闻香识女人
"剧情,喜剧,爱情,歌舞","很好看很搞笑很温馨。。。就是这个电影名字太毁了。。。好几次因为这个名字太傻我差点错过这么可爱的一部电影！！！请告诉我不止我一个是这种情况。。。,这么好的电影票房才1000多万实在悲哀，小时代等烂片反而大行其道，印度有史以来最好，没有之一",本片根据印度畅销书作家奇坦·巴哈特（Chetan Bhagat）的处女作小说《五点人》（Five Point Someone）改编而成。法兰（马德哈万 R Madhavan 饰）、拉杜（沙曼·乔希 Sharman Joshi 饰）与兰乔（阿米尔·汗 Aamir Khan 饰）是皇家工程学院的学生，三人共居一室，结为好友。在以严格著称的学院里，兰乔是个非常与众不同的学生，他不死记硬背，甚至还公然顶撞校长“病毒”（波曼·伊拉尼 Boman Irani 饰），质疑他的教学方法。他不仅鼓动法兰与拉杜去勇敢追寻理想，还劝说校长的二女儿碧雅（卡琳娜·卡普 Kareena Kapoor 饰）离开满眼铜臭的未婚夫。兰乔的特立独行引起了模范学生“消音器”（奥米·维嘉 Omi Vaidya 饰）的不满，他约定十年后再与兰乔一决高下，看哪种生活方式更能取得成功。 本片获孟买电影博览奖最佳影片、最佳导演、最佳配角（波曼·伊拉尼）、最佳剧本等六项大奖，并获国际印度电影协会最佳影片、最佳导演、最佳剧情、最佳摄影等十六项大奖。,http://p0.meituan.net/movie/4bb144bc0a674ba6908349018fd092e6330929.jpg@464w_644h_1e_1c,.,三傻大闹宝莱坞
"剧情,爱情,家庭","因为你，我变成这样，爱着你，可却不能公之于众，一直在等待着有那么一天可以被接受。 是我看过的所有同志电影里最好的一部了。对于爱情，性别真的不是问题。电影情节以及角色设定都相当完美。电影感动的背后是需要社会上更多的人来关爱同性恋群体。值得一看,记得在第一次看《断背山》的时候，感觉怪怪的，在后来的后来重新看，两个男人之间看似平淡实质上无比深沉浓烈的爱情 ，表现得不夸张也不矫情。他们初次分开时，恩尼斯故作轻松的言语，当杰克的车影再也看不见的时候，恩尼斯的瞬间崩溃令人无比痛心。杰克离世后，恩尼斯打电话询问，在露琳说杰克要自己一半的骨灰葬在断背山上，瞬间心酸。那里有他和恩尼斯的爱，而断背山就是他们深沉的爱的见证。在后面当两件叠在一起的衣服的时候，让人瞬间就泪奔了。当初恩尼斯知道杰克想要在一起，但是他给不了承诺，从而导致现在的结局，本片背景音乐很简单，但大都是给人淡淡的温馨感觉，《断背山》让我们体会到：爱上一个人，与性别无关。",美国怀俄明州的西部，沉默寡言的农夫恩尼斯（希斯·莱杰 饰）和热情开朗的牛仔杰克（杰克·吉伦希尔 饰）一道被派到山上牧羊，那里人迹罕至，他们只有与羊群为伴，生活单调无味。一个天寒地冻的夜晚，在酒精与荷尔蒙的作用下，他们做了“不该做的事情”，也就此他们在断背山上度过了人生中最美好的时光。季节性放牧结束，迫于世俗压力，杰克和恩尼斯不舍地与对方分离并各自结婚生子。恩尼斯迎娶了自幼相识的阿尔玛，并有了两个可爱的女儿；杰克到了德州，在妻子露琳家族的扶植下事业顺利，还有了个儿子。虽然彼此真心相应，他们只能每年定期约会。一边知情的阿尔玛痛苦无比，而他们又无法满足一年只有几天的团聚。这时意外发生……,http://p0.meituan.net/movie/e71affe126eeb4f8bfcc738cbddeebc8288766.jpg@464w_644h_1e_1c,.,断背山
"动作,冒险,科幻","基努里维斯的一部相当好的影片，很喜欢～
里面很多概念和拍摄手法技巧，思想都给后来的科幻电影，甚至搞笑片提供了很好的素材和借鉴～

希望能看到4的出现，不过，应该不太可能了，母体都完事儿了～～
我就想知道，那些躺着等着变成电池的人类，后来都怎么样了～～

那时候的基努里维斯真帅，一点儿都看不出来当时都40多岁了～保养的真好～～,这部影片讲述了关于已经统治世界的智能电脑（软件、硬件）、渴望自由人类、电脑病毒史密斯和杀毒软件neo的故事。。如果我要是早早看过这部影片，在大学肯定就去修计算机科学与技术了-3-当一名最屌的程序员😁😁",第二集中，尼奥（基努·里维斯 饰）没有能从摧毁内部“母体”，他的身体在真实世界的飞船上陷于昏迷，思想却被困在介于“母体”和真实世界的中间地带，这个地方由“火车人”控制。墨菲斯（劳伦斯·菲什伯恩 饰）和崔妮蒂（凯莉-安·摩丝 饰）等人知道了尼奥的情况，在守护天使的带领下，找到了“火车人”的控制者梅罗纹奇，经过一番激斗，将尼奥救了出来。此时，电子乌贼部队对锡安发起了猛烈的攻击，人类组织所有机甲战士展开顽强的抵抗，形势危在旦夕；尼奥和崔妮蒂驾驶了一艘飞船克服重重困难，到达机器城市，尼奥终于见到了机器世界的统治者“机器大帝”，双发谈判并达成了协议：尼奥除掉不受“母体”控制的史密斯，以换取锡安的和平。在“母体”中，尼奥和史密斯展开了关系人类生死存亡的最后决斗。,http://p1.meituan.net/movie/5ca6ffcbb994a51cd6215e7c4fff2d9b71039.jpg@464w_644h_1e_1c,.,黑客帝国3：矩阵革命
"动作,传记,历史","梅尔 吉布森主演苏格兰争取独立的英雄华莱士真是感人至深 电影中优美的苏格兰风笛非常动听
当华莱士勇敢地带领平明打仗时，我兴奋，当华莱士鼓舞战士们战斗时，我激动 
被处决前横卧断头台最后呼喊自由的不屈场面，无不是真正男子汉的绝对标杆
茉朗的笑容很明朗，苏菲玛索真漂亮
freedom,实至名归的佳作，年代那么久远，文化背景差异那么巨大，还能感受震撼和共鸣。",威廉·华莱士童年时，其父、苏格兰民族英雄马索·华莱士在与英军的斗争中牺牲，他开始接受父亲好友的指导，学习苏格兰文化和武术。青年华莱士（梅尔·吉布森 饰）学成回到故乡，向美丽的少女梅伦求婚，不想梅伦被英军抢去且遭杀害。在广大村民“英雄之后”的呼声中，华莱士率众揭竿起义，并与苏格兰贵族罗伯结成联盟，但不久他发现，苏格兰贵族考虑的只是自身的利益。英王为缓和局势，派伊莎贝拉（苏菲·玛索 饰）前去和华莱士谈判，由于英王只想收买华莱士，根本不顾苏格兰人民的自由和平等，谈判失败，但这一切并不为伊莎贝拉所知。伊莎贝拉归国后发现事情真相，且知晓英王正策划阴招，忙送信给华莱士，而两人的爱情，也在战争与阴谋中悄然滋生。,http://p1.meituan.net/movie/f8e9d5a90224746d15dfdbd53d4fae3d209420.jpg@464w_644h_1e_1c,.,勇敢的心
"喜剧,动画,冒险","看欧美的电影真心推荐原音。刚开始的时候真心的觉得格鲁一定是个大坏蛋，甚至在他收养并利用3个女孩时，都觉得他坏透了。也许是我无意间想到了现实中的某些领养，令我憎恶。但这毕竟还是动画片，温馨和欢乐才是主题。孩子们天真的力量是伟大的，融化了格鲁的心同时也抓住了观众的心，再加上蠢萌蠢萌的小黄人，有谁能不爱呢？,我以为这个电影里演的都是小黄人，结果小黄人只是配角，但超会抢镜",超级坏蛋格鲁（史蒂夫·卡瑞尔 配音）在听说埃及金字塔被盗的新闻后不满市面上新贼辈出，决定在纳法利欧博士（拉塞尔·布兰德 配音）的帮助下建造火箭升空盗取月亮。在向坏蛋银行贷款的过程中，格鲁盗取的收缩射线枪被新贼维克托（杰森·席格尔 配音）抢走。为了夺回收缩射线枪，格鲁决定领养三位孤儿——玛戈（米兰达·卡斯格拉夫 配音）、伊迪丝（达娜·盖伊 配音）和阿格蕾丝（埃尔希·费舍 配音），利用她们进入维克托的城堡兜售饼干的机会实施偷盗，计划成功后再偷偷处理掉三个小孩。然而在平凡的日常相处中，格鲁却发现自己越来越离不开这三个小鬼，但这样的感情用事却将严重影响周密的盗月计划……,http://p0.meituan.net/movie/85c2bfba6025bfbfb53291ae5924c215308805.jpg@464w_644h_1e_1c,.,神偷奶爸
"动画,冒险,喜剧","很惊艳的片子。故事从人与龙的冲突到和平共处，整个情节过渡的很自然。,非常好看，里面的龙种类很多，也很萌，尤其是没牙仔，蠢萌蠢萌的，设定非常新颖有新意，让人眼前一亮，唯一遗憾的事画风实在有点。。。饿，音乐也很棒，驯龙三要上映了，所以回来刷一遍一，追一追剧情，下一个驯龙二，期待。",维京岛国的少年小嗝嗝（杰伊·巴鲁切尔  配音）是部落统领伟大的斯托里克（杰拉德·巴特勒 配音）的儿子，他非常想像自己的父亲一样亲手屠龙——这些飞龙是岛上维京人放牧羊群的主要天敌——但他每次出现在部落屠龙的战斗中都只给大家徒增烦恼。在一次对抗飞龙的战斗中，希卡普偷偷用射龙器击伤了一只最神秘的“夜之怒龙”，并背着族人放生、豢养，甚至驯服了这只龙，还给它起名“无牙”。希卡普的神秘行径引起了一同训练屠龙技巧的女孩阿斯特丽德（亚美莉卡·费雷拉 配音）的怀疑。阿斯特丽德发现了希卡普的秘密，却同时被身骑“无牙”御风而飞的美妙体验所震撼。格雷决定在屠龙成人礼上向远征归来的斯托里克和族人讲明真相，说服大家放弃屠龙，却偏偏弄巧成拙，害得“无牙”被俘，一场更大的灾难就在眼前……,http://p1.meituan.net/movie/8194ae885ed9419aadf35c196af86ba4239039.jpg@464w_644h_1e_1c,.,驯龙高手
"动作,惊悚,犯罪","没说的了，一部比一部好看。两壮男肉搏、还有那不可思议的保险柜，眼睛一分钟离不开屏幕。太震感太精彩！DN,音效 画面都超级赞~等待6！",距离上一次充满激情的速度生涯已经过去了两年，两位驰骋赛车届的风云人物多米尼克（范·迪塞尔 饰）与布莱恩（保罗·沃克 饰）厌倦了见不得光的躲避警察的生活，为了让自己彻底获得自由，他们决定干最后一票来完成这个目标，而任务地点则是巴西的里约热内卢。多米尼克和布莱恩组成了一支终极赛车团队，和当地的触目惊心的腐败政府展开对战，而神秘的第三方势力也插手了他们的交锋。另一方面，声名显赫的FBI探员卢克（道恩·强森 饰）依然在执着的追捕着多米尼克和布莱恩，他率领精英突击队对两人进行了全面围攻，结果在里约大败而归。不过卢克可不是什么好惹的主，彻底被激怒的他决定设下天罗地网，来彻底的围剿多米尼克和布莱恩。在里约的贫民窟和公路上，一场你死我活的惊心追逐就此上演……,http://p1.meituan.net/movie/1d0fa86bcf7a44484b9c16ac6af5be68191952.jpg@464w_644h_1e_1c,.,速度与激情5
剧情,"看完本片，忽然发现剧情跟国产《十二公民》基本没啥出入，基本上是照抄，包括故事背景以及提出的各种疑点为毛一模一样，我决定去改分！

96分21秒    2018.4.26迅雷,绝对经典，中美日俄版都有翻拍，不多说了。想总结一下“辩论类电影”，这种电影通常小成本，以缜密的逻辑叙述和充满历史知识和哲学思考的台词取胜，通常表现为法庭辩论和独角戏诉说，好像相声里的“贯口”或者评书中的“赞儿”我能想起来的除了本作还有...这个男人来自地球，控方证人，一级恐惧，求补充。",一个在贫民窟长大的18岁少年因为杀害自己的父亲被告上法庭，证人言之凿凿，各方面的证据都对他极为不利。十二个不同职业的人组成了这个案件的陪审团，他们要在休息室达成一致的意见，裁定少年是否有罪，如果罪名成立，少年将会被判处死刑。十二个陪审团成员各有不同，除了8号陪审员（亨利·方达 饰）之外，其他人对这个犯罪证据如此明确的案子不屑一顾，还没有开始讨论就认定了少年有罪。8号陪审员提出了自己的“合理疑点”，耐心地说服其他的陪审员，不断进行案件重演，在这个过程中，他们每个人不同的人生观也在冲突和较量……,http://p0.meituan.net/movie/df15efd261060d3094a73ef679888d4f238149.jpg@464w_644h_1e_1c,.,十二怒汉
"剧情,家庭,传记","单亲家庭的孩子是心酸的，不是缺少母爱的滋润，就是缺乏如山的父爱，史密斯为了他的儿子，每天奔波在城市的大街小巷，在寻求生计的情况下通过智慧获得了成功。这又是一部形式主义的电影，奔跑作为电影的综合性象征体现着主人公疲于奔命和心酸的人生路，而智慧，则是通往成功之门的敲门砖。在任何时候，人都要怀抱希望，拥有智慧，一旦拥有这两点，幸福，来敲门了。,这是又一部美国梦，又成就了一位阿甘。它里面的亲情、正能量特别普世，并且在故事叙述上没有什么缺点。理所当然，在十年后与经典们并肩。
值得一提的是，故事的细节和台词都设计得很精致，一点也不落俗。有一个画面我到现在还记忆犹新，Chris穿着唯一的一套西装教儿子打领带,从哪里绕,从哪里穿。这一段逆光拍摄，阳光照进收容所小小的房间里，父子俩都笼在温馨的光晕里。在未知的奔命的一天开始的时候，这么片刻的安宁，显得极其动人。在我的思维定式里，打领带是男孩成立和事业成功的标志。就是这样一幕，是否见证了小Chris的悄然成长，正在以日渐成熟的心志和爱理解支持伟大的父亲并成为另一个他。",克里斯·加纳（威尔·史密斯 饰）用尽全部积蓄买下了高科技治疗仪，到处向医院推销，可是价格高昂，接受的人不多。就算他多努力都无法提供一个良好的生活环境给妻儿，妻子（桑迪·牛顿 饰）最终选择离开家。从此他带着儿子克里斯托夫（贾登·史密斯 饰）相依为命。克里斯好不容易争取回来一个股票投资公司实习的机会，就算没有报酬，成功机会只有百分之五，他仍努力奋斗，儿子是他的力量。他看尽白眼，与儿子躲在地铁站里的公共厕所里，住在教堂的收容所里…… 他坚信，幸福明天就会来临。,http://p1.meituan.net/movie/5896de3c1474277730e321c9b1db04a9205644.jpg@464w_644h_1e_1c,.,当幸福来敲门
"剧情,音乐","喜欢里面的音乐,没有坏学生 只有不称职的老师 中国谈论教师都是严师出高徒 其实不尽然 因为你要出高徒起码你得是个高老师 而现实中我们需要的是像片子里有耐心 循循善诱 理解孩子们的老师 人生得一师足以！",1949年的法国乡村，音乐家克莱门特（杰勒德·尊诺 饰）到了一间外号叫“塘低”的男子寄宿学校当助理教师。学校里的学生大部分都是难缠的问题儿童，体罚在这里司空见惯，学校的校长（弗朗西斯·贝尔兰德 饰）只顾自己的前途，残暴高压。性格沉静的克莱门特尝试用自己的方法改善这种状况，他重新创作音乐作品，组织合唱团，决定用音乐的方法来打开学生们封闭的心灵。 然而，事情并不顺利，克莱门特发现学生皮埃尔·莫安琦（尚·巴堤·莫里耶 饰）拥有非同一般的音乐天赋，但是单亲家庭长大的他，性格异常敏感孤僻，怎样释放皮埃尔的音乐才能，让克莱门特头痛不已；同时，他与皮埃尔母亲的感情也渐渐微妙起来。,http://p0.meituan.net/movie/7cd18fcf0b4f9180500124711e81492994030.jpg@464w_644h_1e_1c,.,放牛班的春天
